id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
G0257	10	0.54414	0.54393	0.998595	502	0	0.096451	0.081846	0.13524	0.994234	113	2	0.096451
G0533	10	0.54561	0.5454	0.998595	503	0	-0.032722	0.85403	0.85332	0.994234	848	0	-0.032722
G0789	10	0.5466	0.54641	0.998595	504	0	0.0178	0.73466	0.73375	0.994234	723	0	0.0178
G0908	10	0.54709	0.54695	0.998595	505	0	0.072485	0.7554	0.75485	0.994234	747	0	0.072485
G0932	10	0.54758	0.54735	0.998595	506	0	-0.084824	0.03977	0.073342	0.994234	48	1	-0.084824
G0976	10	0.54807	0.54783	0.998595	507	0	-0.041232	0.64566	0.64593	0.994234	625	0	-0.041232
G0498	10	0.54856	0.54839	0.998595	508	0	-0.03117	0.89959	0.89939	0.994234	895	0	-0.03117
G0274	10	0.54904	0.54888	0.998595	509	0	0.018592	0.86562	0.86543	0.994234	859	0	0.018592
G0743	10	0.55051	0.5505	0.998595	510	0	0.087247	0.096328	0.15637	0.994234	137	2	0.087247
G0054	10	0.55197	0.55189	0.998595	511	0	-0.0098157	0.52913	0.52912	0.994234	508	0	-0.0098157
G0400	10	0.55487	0.55518	0.998595	512	0	0.039172	0.19329	0.22583	0.994234	207	1	0.039172
G0702	10	0.55535	0.55574	0.998595	513	0	0.0031663	0.51784	0.51756	0.994234	495	0	0.0031663
G0461	10	0.55776	0.55819	0.998595	514	0	0.010039	0.10335	0.16173	0.994234	144	1	0.010039
G0963	10	0.55824	0.55869	0.998595	515	0	-0.060505	0.93456	0.93465	0.994234	935	0	-0.060505
G0237	10	0.55872	0.55919	0.998595	516	0	0.046722	0.036873	0.068817	0.994234	42	2	0.046722
G0854	10	0.5592	0.5597	0.998595	517	0	0.035117	0.41653	0.41904	0.994234	400	1	0.035117
G0486	10	0.56015	0.56053	0.998595	518	0	0.011492	0.19986	0.23069	0.994234	214	1	0.011492
G0860	10	0.56253	0.56292	0.998595	519	0	0.089667	0.36866	0.37301	0.994234	353	1	0.089667
G0398	10	0.56348	0.56392	0.998595	520	0	-0.041054	0.27127	0.28809	0.994234	274	1	-0.041054
G0812	10	0.56396	0.56437	0.998595	521	0	0.024296	0.74537	0.74486	0.994234	733	0	0.024296
G0887	10	0.5649	0.56534	0.998595	522	0	-0.028044	0.61969	0.6195	0.994234	600	0	-0.028044
G0056	10	0.56538	0.56571	0.998595	523	0	0.031122	0.22407	0.24946	0.994234	236	1	0.031122
G0335	10	0.56679	0.56701	0.998595	524	0	-0.022535	0.98075	0.98154	0.999995	979	0	-0.022535
G0535	10	0.56726	0.5674	0.998595	525	0	0.0036638	0.82374	0.82333	0.994234	816	0	0.0036638
G0801	10	0.56867	0.56865	0.998595	526	0	0.15817	0.042116	0.076807	0.994234	50	2	0.15817
G0062	10	0.56961	0.56958	0.998595	527	0	-0.054	0.49181	0.49272	0.994234	469	0	-0.054
G0357	10	0.57148	0.57124	0.998595	528	0	-0.015063	0.4956	0.49642	0.994234	472	0	-0.015063
G0852	10	0.57194	0.57171	0.998595	529	0	0.077891	0.43951	0.44139	0.994234	419	0	0.077891
G0773	10	0.57287	0.57273	0.998595	530	0	0.080193	0.74214	0.74159	0.994234	729	0	0.080193
G0575	10	0.57334	0.57317	0.998595	531	0	-0.0097123	0.97315	0.97329	0.999427	973	0	-0.0097123
G0567	10	0.5738	0.57364	0.998595	532	0	0.024857	0.3895	0.39272	0.994234	369	1	0.024857
G0992	10	0.57427	0.57416	0.998595	533	0	0.010829	0.77337	0.77281	0.994234	765	0	0.010829
G0042	10	0.57519	0.57509	0.998595	534	0	-0.023897	0.36002	0.36477	0.994234	343	1	-0.023897
G0120	10	0.57566	0.57553	0.998595	535	0	0.030586	0.38629	0.38945	0.994234	367	1	0.030586
G0710	10	0.57612	0.5759	0.998595	536	0	0.049977	0.79087	0.79052	0.994234	783	0	0.049977
G0889	10	0.57888	0.57848	0.998595	537	0	0.081192	0.027722	0.055748	0.994234	28	2	0.081192
G0823	10	0.58117	0.5808	0.998595	538	0	0.017256	0.79013	0.78974	0.994234	782	0	0.017256
G0950	10	0.58163	0.58113	0.998595	539	0	0.054932	0.33897	0.34535	0.994234	324	1	0.054932
G0345	10	0.58209	0.58153	0.998595	540	0	-0.028106	0.74508	0.74457	0.994234	732	0	-0.028106
G0018	10	0.58254	0.58198	0.998595	541	0	-0.059895	0.40972	0.41277	0.994234	391	1	-0.059895
G0769	10	0.583	0.58234	0.998595	542	0	-0.011239	0.85873	0.85858	0.994234	855	0	-0.011239
G0873	10	0.58391	0.58321	0.998595	543	0	0.022023	0.713	0.71201	0.994234	697	0	0.022023
G0685	10	0.58527	0.58482	0.998595	544	0	-0.029166	0.88451	0.88468	0.994234	882	0	-0.029166
G0374	10	0.58572	0.58524	0.998595	545	0	0.023184	0.43713	0.43897	0.994234	417	0	0.023184
G0639	10	0.58617	0.58565	0.998595	546	0	0.039999	0.089594	0.14648	0.994234	123	2	0.039999
G0362	10	0.58662	0.58596	0.998595	547	0	0.10302	0.63652	0.63661	0.994234	617	0	0.10302
G0686	10	0.58707	0.58644	0.998595	548	0	0.037302	0.5929	0.59203	0.994234	578	0	0.037302
G0386	10	0.59022	0.58954	0.998595	549	0	0.060755	0.36535	0.36963	0.994234	348	1	0.060755
G0982	10	0.59156	0.59075	0.998595	550	0	0.012652	0.39969	0.40337	0.994234	380	1	0.012652
G0369	10	0.59201	0.59114	0.998595	551	0	0.0049638	0.53418	0.53427	0.994234	517	0	0.0049638
G0779	10	0.59246	0.59156	0.998595	552	0	-0.034062	0.43354	0.4355	0.994234	414	0	-0.034062
G0467	10	0.5929	0.59203	0.998595	553	0	0.029634	0.43653	0.43826	0.994234	416	0	0.029634
G0746	10	0.59335	0.5925	0.998595	554	0	-0.056865	0.81583	0.81534	0.994234	808	0	-0.056865
G0393	10	0.59379	0.5929	0.998595	555	0	-0.034634	0.96331	0.96331	0.999427	961	0	-0.034634
G0740	10	0.59424	0.59336	0.998595	556	0	0.054715	0.53115	0.53116	0.994234	511	0	0.054715
G0546	10	0.59468	0.59381	0.998595	557	0	0.073002	0.6588	0.65877	0.994234	639	0	0.073002
G0242	10	0.59557	0.59463	0.998595	558	0	0.080146	0.25762	0.27662	0.994234	261	1	0.080146
G0381	10	0.59601	0.595	0.998595	559	0	0.06169	0.7933	0.79276	0.994234	786	0	0.06169
G0209	10	0.59689	0.59585	0.998595	560	0	0.012043	0.15025	0.19379	0.994234	178	1	0.012043
G0605	10	0.59733	0.5962	0.998595	561	0	0.021925	0.25915	0.27792	0.994234	263	1	0.021925
G0552	10	0.59821	0.59727	0.998595	562	0	-0.025357	0.54758	0.54735	0.994234	532	0	-0.025357
G0806	10	0.59865	0.59782	0.998595	563	0	0.074747	0.096987	0.15727	0.994234	138	1	0.074747
G0967	10	0.59909	0.59816	0.998595	564	0	-0.11914	0.42691	0.42917	0.994234	407	0	-0.11914
G0696	10	0.59953	0.59856	0.998595	565	0	-0.0022767	0.71784	0.71684	0.994234	701	0	-0.0022767
G0325	10	0.59997	0.599	0.998595	566	0	-0.064692	0.54266	0.54237	0.994234	526	0	-0.064692
G0455	10	0.60128	0.60036	0.998595	567	0	-0.082451	0.79809	0.79748	0.994234	792	0	-0.082451
G0471	10	0.60216	0.60139	0.998595	568	0	0.013403	0.26372	0.28154	0.994234	266	1	0.013403
G0226	10	0.60259	0.60176	0.998595	569	0	0.038605	0.5539	0.55403	0.994234	539	0	0.038605
G0515	10	0.6039	0.603	0.998595	570	0	0.035692	0.4066	0.40981	0.994234	387	1	0.035692
G0473	10	0.60433	0.60348	0.998595	571	0	-0.070501	0.50524	0.50544	0.994234	481	0	-0.070501
G0439	10	0.60477	0.60397	0.998595	572	0	0.022615	0.32083	0.33022	0.994234	313	1	0.022615
