"","sgRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3269","G0327_3269",75.6861423895396,-0.154400808897335,0.369918312393759,-0.417391634110244,0.676391973045703,0.999975938893155
"3270","G0327_3270",96.3718367624563,0.268235535446385,0.213760012661512,1.25484430931025,0.20953528395426,0.999975938893155
"3271","G0328_3271",123.311077906571,-0.00561652993114922,0.270493141871431,-0.0207640382018219,0.983433884907793,0.999975938893155
"3272","G0328_3272",73.5596099700321,-0.018453975730744,0.322492050018884,-0.0572230407839925,0.954367524338285,0.999975938893155
"3273","G0328_3273",104.632305702354,-0.0451680095057506,0.260451285685365,-0.173422102282556,0.862319653207134,0.999975938893155
"3274","G0328_3274",155.369934049534,-0.0601883893636625,0.214319616803799,-0.280834719011104,0.778837172865628,0.999975938893155
"3275","G0328_3275",26.0158617107368,0.32901237761391,0.525196360366344,0.626455936184348,0.531015930208159,0.999975938893155
"3276","G0328_3276",83.2505761235946,-0.0856425426426417,0.317932240110275,-0.269373570333529,0.787642222535645,0.999975938893155
"3277","G0328_3277",113.364207510271,-0.011010758225022,0.205944879218667,-0.0534645885190038,0.957361744545128,0.999975938893155
"3278","G0328_3278",55.1143823456058,0.0476112961785701,0.417923548805553,0.113923458763321,0.909298469226972,0.999975938893155
"3279","G0328_3279",67.3640616361948,0.16513593752852,0.303328197935182,0.544413406510288,0.586157022256493,0.999975938893155
"3280","G0328_3280",85.4156763133322,-0.00665841896940747,0.322480334031358,-0.020647519450783,0.983526833493213,0.999975938893155
"3281","G0329_3281",99.073019888295,0.149309835993903,0.302225267428935,0.494034920587873,0.621281517608846,0.999975938893155
"3282","G0329_3282",57.8441132478973,-0.0645149310870815,0.311020739206629,-0.20742967575619,0.835674308653874,0.999975938893155
"3283","G0329_3283",32.102617416202,-0.104336690427132,0.444339389023044,-0.234813057326594,0.814353832779342,0.999975938893155
"3284","G0329_3284",91.8085904406524,0.108886347870568,0.423277294582199,0.257245898290022,0.79698895415799,0.999975938893155
"3285","G0329_3285",24.9803071362023,0.0374609335888435,0.451914899456964,0.082893778527457,0.933936001032597,0.999975938893155
