"","gene","pvalue","log2FoldChange","stat","padj"
"640","G0640",0.992223097267751,0.0564521766705614,0.181500414202965,0.9999989840044
"641","G0641",0.987004268617683,0.00988194084082263,0.00913372725764731,0.9999989840044
"642","G0642",0.977178347349757,-0.0712026258651787,-0.296560418074171,0.9999989840044
"643","G0643",0.995812947752149,-0.0207851947328276,-0.0101815886899128,0.9999989840044
"644","G0644",0.996593095078319,0.0469401867819476,0.15666341253108,0.9999989840044
"645","G0645",0.99720160850028,0.0989054657785243,0.26630598235171,0.9999989840044
"646","G0646",0.999647052614431,-0.0119014876444839,-0.0545621019961273,0.9999989840044
"647","G0647",0.996695630256537,-0.0896469412270319,-0.242205858693429,0.9999989840044
"648","G0648",0.996079192264393,-0.026251492585764,-0.075138311791111,0.9999989840044
"649","G0649",0.981494881604275,-0.00863441999177282,-0.0620774098372584,0.9999989840044
"650","G0650",0.99923633198704,0.0205752404434902,0.0413150760673629,0.9999989840044
"651","G0651",0.999994789369818,0.00696828624012894,0.0213439100764009,0.9999989840044
"652","G0652",0.999033341563666,0.0485920477194455,0.0767681645596071,0.9999989840044
"653","G0653",0.998554636663236,0.00285034016896682,0.0813337932275185,0.9999989840044
"654","G0654",0.993159565868858,-0.01921696426469,0.0302062500403284,0.9999989840044
"655","G0655",0.989380473939904,-0.0525292554100404,-0.0726802915899202,0.9999989840044
"656","G0656",0.999924674203412,-0.0234741857754753,0.014150451698402,0.9999989840044
"657","G0657",0.999175683034439,0.0705918318807943,0.186610485079125,0.9999989840044
"658","G0658",0.985922655646885,0.0160163037266578,0.0544736179411494,0.9999989840044
"659","G0659",0.996094039182789,0.0793485463404728,0.102131691749347,0.9999989840044
"660","G0660",0.979421356584252,-0.0086217156475861,-0.0158588611639029,0.9999989840044
"661","G0661",0.99979947731391,-0.0252614454940669,-0.0844079886371495,0.9999989840044
"662","G0662",0.998894521092939,-0.0377440284434102,-0.15333400907849,0.9999989840044
"663","G0663",0.999489898489177,-0.0486065770710606,-0.129948263944358,0.9999989840044
"664","G0664",0.993734643672951,0.0594174926674331,0.129425025035433,0.9999989840044
"665","G0665",0.859734159205274,-0.0776687913474883,-0.279224802646405,0.9999989840044
"666","G0666",0.985839238712148,0.047242333236137,0.166257856478796,0.9999989840044
"667","G0667",0.993628383825347,0.0215928675772436,0.129831348712421,0.9999989840044
"668","G0668",0.999985855745741,-0.00707896305406263,-0.0349499280115882,0.9999989840044
"669","G0669",0.936266865883705,-0.0473208279589375,-0.0345910175048333,0.9999989840044
