gene,sgRNA,p_value,t_value,grho,rho,df
G0106,G0106_1059,0.6659193172811828,-0.4319869692962689,0.43140268325805664,0.4809711277484894,552.833392824159
G0106,G0106_1060,0.8885544336318181,-0.14020763089387553,0.43140268325805664,0.3995697498321533,482.6542062696765
G0107,G0107_1061,0.6603901364846523,-0.4395268288231371,0.39635169506073,0.4071454107761383,861.0205046179132
G0107,G0107_1062,0.6794546495447027,-0.4133361573619615,0.39635169506073,0.42226549983024597,939.6654357177026
G0107,G0107_1063,0.7133756747644884,-0.3674359995288384,0.39635169506073,0.37191516160964966,949.8434157551625
G0107,G0107_1064,0.8389987135804433,-0.20323398298683487,0.39635169506073,0.3146824538707733,887.9703896358918
G0107,G0107_1065,0.42799200936262327,-0.7929803100523765,0.39635169506073,0.6071064472198486,927.8673432521502
G0107,G0107_1066,0.8787894283721736,-0.152550417665262,0.39635169506073,0.39595305919647217,840.7790403796514
G0107,G0107_1067,0.5575764244781101,-0.5867554643430338,0.39635169506073,0.4273242652416229,635.1882511518622
G0107,G0107_1068,0.7860593060463426,-0.2715175126861545,0.39635169506073,0.313352108001709,845.5735675225991
G0107,G0107_1069,0.487569602707254,-0.6944722489199304,0.39635169506073,0.48029622435569763,879.0240769834842
G0107,G0107_1070,0.7918852903274454,-0.2639480240896036,0.39635169506073,0.2234763354063034,832.5283408060192
G0108,G0108_1071,0.7087137927643172,-0.3737083671717368,0.45656877756118774,0.24326935410499573,856.4069902631483
G0108,G0108_1072,0.3322516038537522,-0.9702874499165004,0.45656877756118774,0.6003063321113586,673.3973426880201
G0108,G0108_1073,0.48577694151392947,-0.6973629348698727,0.45656877756118774,0.4839911460876465,805.396456638661
G0108,G0108_1074,0.6674092012288659,-0.4298549770825655,0.45656877756118774,0.40580567717552185,856.9649781355523
G0108,G0108_1075,0.3509172130369005,-0.9333312230375113,0.45656877756118774,0.5603575110435486,839.8833266594827
G0108,G0108_1076,0.6067472329752577,-0.5149178565552058,0.45656877756118774,0.36885252594947815,831.7260163419814
G0108,G0108_1077,0.7595277445624848,-0.30619898873067974,0.45656877756118774,0.28952082991600037,854.3296905975353
G0108,G0108_1078,0.19395899075910572,-1.300013485733237,0.45656877756118774,0.8083713054656982,826.0021892172906
G0108,G0108_1079,0.7417490320310611,-0.3296529025258741,0.45656877756118774,0.40595272183418274,795.4448508591743
G0108,G0108_1080,0.5761537544197592,-0.5592812404894635,0.45656877756118774,0.3992602527141571,680.7079751786977
G0109,G0109_1081,0.3493955818958341,-0.936334290150483,0.4098796844482422,0.6134068965911865,767.604022512824
G0109,G0109_1082,0.5108146157239966,-0.6579847326858841,0.4098796844482422,0.48875680565834045,567.7966139815841
G0109,G0109_1083,0.6531160152017521,-0.4496194325499008,0.4098796844482422,0.3295518159866333,742.9538543993198
G0109,G0109_1084,0.5358311764962398,-0.6193956074956521,0.4098796844482422,0.5029803514480591,804.3340395706717
G0109,G0109_1085,0.5982833536781471,-0.5270812579738615,0.4098796844482422,0.4726175367832184,799.6274688844073
G0109,G0109_1086,0.7384617119171857,-0.3340187143419029,0.4098796844482422,0.331588476896286,727.3862402448326
G0109,G0109_1087,0.6247006700348767,-0.4894245011331837,0.4098796844482422,0.3333631753921509,672.9991490114037
G0109,G0109_1088,0.8242387562361224,-0.22216853695735436,0.4098796844482422,0.32704606652259827,809.0325661902822
G0109,G0109_1089,0.7941986062826714,-0.260948265058013,0.4098796844482422,0.22075839340686798,811.5446034823572
G0109,G0109_1090,0.570626238838674,-0.5674876943993017,0.4098796844482422,0.47872745990753174,523.329817595832
G0110,G0110_1091,0.3779060131707066,-0.8821266721312679,0.44187799096107483,0.6072323322296143,1072.2609612598026
G0110,G0110_1092,0.8382064565994232,-0.2042442231445577,0.44187799096107483,0.3401130735874176,948.7842288296866
G0110,G0110_1093,0.3972208010723808,-0.8469411921632288,0.44187799096107483,0.6275925040245056,1050.501185039764
G0110,G0110_1094,0.7621461710916861,-0.3027611386223268,0.44187799096107483,0.2107328325510025,847.7786153336348
G0110,G0110_1095,0.6474658229268431,-0.45740897501848854,0.44187799096107483,0.4950251281261444,1120.0481295123323
G0110,G0110_1096,0.8022220475658659,-0.25053045489124726,0.44187799096107483,0.3842647671699524,1146.3915083823076
G0110,G0110_1097,0.8057032347307098,-0.2460469322875824,0.44187799096107483,0.36588069796562195,880.6706486432932
G0110,G0110_1098,0.7922890309832535,-0.2633998284965567,0.44187799096107483,0.31335437297821045,1164.2608500272415
G0110,G0110_1099,0.6816557421364862,-0.4103083654489119,0.44187799096107483,0.4339466691017151,1156.6988688165825
G0110,G0110_1100,0.3085758331963335,-1.0186594418861987,0.44187799096107483,0.6406375169754028,1166.839331215416
G0111,G0111_1101,0.9254023268289995,-0.09368638141494065,0.39196476340293884,0.1953946053981781,426.07778613976285
G0111,G0111_1102,0.7770073487019298,-0.28337845065622036,0.39196476340293884,0.4121595621109009,486.2698041724594
G0111,G0111_1103,0.8709562606123407,-0.16252208169871016,0.39196476340293884,0.37690603733062744,533.6542310664618
G0111,G0111_1104,0.7389064367254212,-0.3335177578941078,0.39196476340293884,0.3861500024795532,429.00144923245875
G0111,G0111_1105,0.9835341444416048,-0.020648062159181163,0.39196476340293884,0.3822351098060608,531.8525389311628
G0111,G0111_1106,0.8689014438494389,-0.16514173521760603,0.39196476340293884,0.3577831983566284,483.51678061669134
G0111,G0111_1107,0.38484405575529235,-0.869720460116618,0.39196476340293884,0.6394586563110352,533.8516130738547
G0111,G0111_1108,0.5568574502521146,-0.5879227024022404,0.39196476340293884,0.503820538520813,485.65568999474453
G0111,G0111_1109,0.7919704170698803,-0.2638915070993728,0.39196476340293884,0.4415159523487091,508.5605052670539
G0111,G0111_1110,0.9439994549295625,-0.07028395551144628,0.39196476340293884,0.2242240607738495,441.7948801207188
G0112,G0112_1111,0.7898650265556957,-0.26663391227919186,0.3650253415107727,0.2568807601928711,482.1935949330741
G0112,G0112_1112,0.6887289470984514,-0.4008745461874977,0.3650253415107727,0.3955581486225128,395.5362491561661
